Time(s);12V Voltage(mV);12V Current(mA);3V3 Voltage(mV);3V3 Current(mA);Board Power(mW)
1730374860.544186272;11456;2690;3287;821;48845
1730374860.751171301;11456;2690;3287;821;48845
1730374860.957461538;11888;2502;3287;829;49519
1730374861.163717186;11888;2502;3287;829;49519
1730374861.370089015;11888;2502;3287;829;49519
1730374861.576505649;11881;2521;3289;853;46698
1730374861.782902946;11881;2521;3289;853;46698
1730374861.989238406;11881;2521;3289;853;46698
1730374862.195468456;11878;2403;3289;827;48517
1730374862.401662438;11878;2403;3289;827;48517
1730374862.607917761;11878;2403;3289;827;46428
1730374862.814221993;11846;2384;3287;789;46428
1730374863.020562745;11846;2384;3287;789;46428
1730374863.226861578;11582;2492;3289;768;46067
1730374863.433373675;11582;2492;3289;768;46067
1730374863.639660987;11582;2492;3289;768;46067
1730374863.846096493;11862;2543;3286;800;48209
1730374864.052579200;11862;2543;3286;800;48209
1730374864.258976657;11862;2543;3286;800;48209
1730374864.465285940;11856;2500;3287;819;48256
1730374864.671683631;11856;2500;3287;819;48256
1730374864.877824237;11856;2500;3287;819;48347
1730374865.084205731;11875;2492;3286;824;48347
1730374865.290426154;11875;2492;3286;824;48347
1730374865.496805748;11865;2492;3287;792;47838
1730374865.703166601;11865;2492;3287;792;47838
1730374865.909439775;11865;2492;3287;792;47838
1730374866.115666445;11769;2425;3290;837;47296
1730374866.321892800;11769;2425;3290;837;47296
1730374866.528214653;11769;2425;3290;837;47296
1730374866.734421443;11888;2521;3287;864;46771
1730374866.940736180;11888;2521;3287;864;46771
1730374867.147054065;11888;2521;3287;864;46771
1730374867.353374249;11872;2446;3287;821;48500
1730374867.559499848;11872;2446;3287;821;48500
1730374867.765787132;11872;2446;3287;821;47354
1730374867.972008611;11711;2476;3288;778;47354
1730374868.178118982;11711;2476;3288;778;47354
1730374868.384505094;11849;2524;3289;784;46482
1730374868.590801623;11849;2524;3289;784;46482
1730374868.797204244;11849;2524;3289;784;46482
1730374869.003541684;11856;2476;3287;789;47418
1730374869.209723213;11856;2476;3287;789;47418
1730374869.415927260;11856;2476;3287;789;47418
1730374869.622160834;11859;2519;3287;813;47729
1730374869.828555240;11859;2519;3287;813;47729
1730374870.034986980;11859;2519;3287;813;48447
1730374870.241354919;11794;2395;3287;768;48447
1730374870.447706651;11794;2395;3287;768;48447
1730374870.654255339;11859;2535;3288;851;46271
1730374870.860573412;11859;2535;3288;851;46271
1730374910.966763403;11862;2406;3287;800;47764
1730374911.173219775;11862;2406;3287;800;46346
1730374911.379440723;11846;2398;3287;773;46346
1730374911.585702917;11846;2398;3287;773;46346
1730374911.792137791;11869;2500;3288;789;46184
1730374911.998226882;11869;2500;3288;789;46184
1730374912.204519060;11869;2500;3288;789;46184
1730374912.410529396;11875;2505;3287;776;48531
1730374912.616728298;11875;2505;3287;776;48531
1730374912.822941060;11875;2505;3287;776;48531
1730374913.029184263;11878;2516;3288;808;46673
1730374913.235467196;11878;2516;3288;808;46673
1730374913.441866011;11878;2516;3288;808;49974
1730374913.648301389;11872;2524;3288;786;49974
1730374913.854583269;11872;2524;3288;786;49974
1730374914.060825835;11859;2462;3289;837;48257
1730374914.267111975;11859;2462;3289;837;48257
1730374914.473439031;11859;2462;3289;837;48257
1730374914.679935217;11875;2481;3287;805;46587
1730374914.886312897;11875;2481;3287;805;46587
1730374915.092810873;11875;2481;3287;805;46587
1730374915.299145020;11869;2462;3290;845;47825
1730374915.505499194;11869;2462;3290;845;47825
1730374915.711742615;11869;2462;3290;845;47825
1730374915.917965916;11872;2468;3288;768;48163
1730374916.124568455;11872;2468;3288;768;48163
1730374916.330906210;11872;2468;3288;853;47464
1730374916.537384376;11691;2510;3289;853;47464
1730374916.743621415;11691;2510;3289;853;47464
1730374916.949780063;11856;2486;3288;773;48285
1730374917.155989059;11856;2486;3288;773;48285
1730374917.362193793;11856;2486;3288;773;48285
1730374917.568655730;11881;2411;3287;768;46895
1730374917.774865636;11881;2411;3287;768;46895
1730374917.981319659;11881;2411;3287;768;46895
1730374918.187542615;11840;2408;3287;819;47101
1730374918.393738277;11840;2408;3287;819;47101
1730374918.600052831;11840;2408;3287;819;47491
1730374918.806480192;11724;2339;3289;827;47491
1730374919.012850824;11724;2339;3289;827;47491
1730374919.219176722;11817;2545;3288;827;45806
1730374919.425607254;11817;2545;3288;827;45806
1730374919.631845315;11817;2545;3288;827;45806
1730374919.838130403;11875;2416;3289;829;47668
1730374920.044566322;11875;2416;3289;829;47668
1730374920.251739697;11875;2416;3289;829;47668
1730374920.458788498;11472;2500;3286;797;46260
1730374920.665856512;11472;2500;3286;797;46260
1730374920.872818242;11472;2500;3286;797;47591
1730374921.079009281;11769;2462;3288;837;47591
1730374921.285344422;11769;2462;3288;837;47591
1730374921.491657896;11862;2486;3287;808;46753
1730374921.698021734;11862;2486;3287;808;46753
1730374921.904358327;11862;2486;3287;808;46753
1730374922.110436913;11869;2427;3287;848;47262
1730374922.316813042;11869;2427;3287;848;47262
1730374922.523025363;11869;2427;3287;848;47262
1730374922.729453265;11965;2443;3289;851;46592
1730374922.935767537;11965;2443;3289;851;46592
1730374923.142170765;11965;2443;3289;851;46592
1730374923.348445391;11856;2545;3288;821;48104
1730374923.554892685;11856;2545;3288;821;48104
1730374923.761322871;11659;2508;3288;816;48862
1730374923.967586533;11659;2508;3288;816;48862
1730374924.173884589;11659;2508;3288;816;48862
1730374924.380426394;11878;2446;3287;853;47996
1730374924.586645362;11878;2446;3287;853;47996
1730374924.793019087;11878;2446;3287;853;47996
1730374924.999265265;11862;2521;3286;808;47712
1730374925.205527729;11862;2521;3286;808;47712
1730374925.411916016;11862;2521;3286;808;47712
1730374925.618162971;11772;2553;3287;770;48734
1730374925.824583884;11772;2553;3287;770;48734
1730374926.030951310;11772;2553;3287;770;47646
1730374926.237320125;11859;2468;3287;851;47646
1730374926.443776553;11859;2468;3287;851;47646
1730374926.649945490;11878;2451;3288;765;46540
1730374926.856324375;11878;2451;3288;765;46540
1730374927.062508435;11878;2451;3288;765;46540
1730374927.268762983;11888;2537;3287;840;46555
1730374927.474997339;11888;2537;3287;840;46555
1730374927.681316401;11888;2537;3287;840;46555
1730374927.887536980;11894;2443;3288;848;49018
1730374928.093777918;11894;2443;3288;848;49018
1730374928.299966100;11894;2443;3288;848;47366
1730374928.506190401;11872;2527;3287;813;47366
1730374928.712529826;11872;2527;3287;813;47366
1730374928.918785474;11856;2494;3287;848;47366
1730374929.125063634;11856;2494;3287;848;47366
1730374929.331267979;11856;2494;3287;848;47366
1730374929.537487359;11859;2510;3289;797;47490
1730374929.743915762;11859;2510;3289;797;47490
1730374929.950260800;11859;2510;3289;797;47490
1730374930.156634641;11872;2572;3288;800;47810
1730374930.362935980;11872;2572;3288;800;47810
1730374930.569269603;11872;2572;3288;800;47810
1730374930.775607907;11869;2548;3286;862;47291
1730374930.982263841;11869;2548;3286;862;47291
1730374931.188639062;11872;2470;3287;800;48146
1730374931.394968772;11872;2470;3287;800;48146
1730385406.530555328;11836;2803;3287;768;57232
1730385406.736926518;11840;2873;3289;816;55664
1730385406.943287618;11840;2873;3289;816;55664
1730385407.149685588;11840;2873;3289;816;55664
1730385407.355977524;11756;2854;3286;794;58052
1730385407.562314610;11756;2854;3286;794;58052
1730385407.768722828;11756;2854;3286;794;58566
1730385407.975162473;11820;2768;3287;816;58566
1730385408.181525411;11820;2768;3287;816;58566
1730385408.387974140;11817;2913;3285;770;57570
1730385408.594258112;11817;2913;3285;770;57570
1730385408.800642521;11817;2913;3285;770;57570
1730385409.006930796;11830;2809;3289;840;58222
1730385409.213420173;11830;2809;3289;840;58222
1730385409.419688146;11830;2809;3289;840;58222
1730385409.626227695;11933;2946;3285;824;58629
1730385409.832611700;11933;2946;3285;824;58629
1730385410.038807581;11933;2946;3285;824;58629
1730385410.245482238;11930;2913;3287;800;61060
1730385410.451793814;11930;2913;3287;800;61060
1730385410.658228945;11814;2860;3286;773;60599
1730385410.864726453;11814;2860;3286;773;60599
1730385411.071175426;11814;2860;3286;773;60599
1730385411.277680281;11820;2806;3287;843;57882
1730385411.484141706;11820;2806;3287;843;57882
1730385411.690413732;11820;2806;3287;843;57882
1730385411.896656969;11811;2873;3288;837;57770
1730385412.103001432;11811;2873;3288;837;57770
1730385412.309507392;11811;2873;3288;837;57770
1730385412.515932259;11759;2833;3287;845;57961
1730385412.722278836;11759;2833;3287;845;57961
1730385412.928711788;11759;2833;3287;845;58677
1730385413.135014953;11730;2852;3287;789;58677
1730385413.341338837;11730;2852;3287;789;58677
1730385413.547670159;11914;2841;3287;800;57785
1730385413.754057622;11914;2841;3287;800;57785
1730385413.960449934;11914;2841;3287;800;57785
1730385414.166769562;11782;2822;3287;837;58494
1730385414.373452692;11782;2822;3287;837;58494
1730385414.579927885;11782;2822;3287;837;58494
1730385414.786336298;11807;2884;3285;789;56584
1730385414.992901443;11807;2884;3285;789;56584
1730385415.199329519;11807;2884;3285;789;58540
1730385415.405897127;11833;2827;3287;768;58540
1730385415.612106590;11833;2827;3287;768;58540
1730385415.818294427;11827;2873;3287;778;57818
1730385416.024506278;11827;2873;3287;778;57818
1730385416.230930444;11827;2873;3287;778;57818
1730385416.437184534;11807;2927;3287;848;59409
1730385416.643337268;11807;2927;3287;848;59409
1730385416.849513349;11807;2927;3287;848;59409
1730385417.055516629;11820;2913;3287;770;59723
1730385417.261771692;11820;2913;3287;770;59723
1730385417.468039764;11820;2913;3287;770;59723
1730385417.674321343;11762;3053;3289;845;58677
1730385417.880614083;11762;3053;3289;845;58677
1730385418.086852914;11827;2900;3287;800;60935
1730385418.293135392;11827;2900;3287;800;60935
1730385418.499472482;11827;2900;3287;800;60935
1730385418.705789404;11811;2870;3287;851;59055
1730385418.912053965;11811;2870;3287;851;59055
1730385419.118289008;11811;2870;3287;851;59055
1730385419.324676446;11862;2948;3288;845;57681
1730385419.531324156;11862;2948;3288;845;57681
1730385419.737794547;11862;2948;3288;845;57681
1730385419.944259013;11811;2927;3287;802;59967
1730385420.150957183;11811;2927;3287;802;59967
1730385420.358187974;11811;2927;3287;802;57837
1730385420.565333580;11417;2911;3287;797;57837
1730385420.772390078;11417;2911;3287;797;57837
1730385420.978841679;11843;2846;3288;819;56560
1730385421.185378694;11843;2846;3288;819;56560
1730385421.391964490;11843;2846;3288;819;56560
1730385421.598495405;11820;2951;3287;770;57412
1730385421.805002307;11820;2951;3287;770;57412
1730385422.011321519;11820;2951;3287;770;57412
1730385422.217724289;11807;2865;3287;797;57923
1730385422.424018852;11807;2865;3287;797;57923
1730385422.630309784;11807;2865;3287;797;57604
1730385422.836598986;11701;3037;3286;765;57604
1730385423.043084205;11701;3037;3286;765;57604
1730385423.249515066;11801;2975;3287;856;59751
1730385423.455996720;11801;2975;3287;856;59751
1730385423.662532524;11801;2975;3287;856;59751
1730385423.868920186;11923;2911;3286;773;60415
1730385424.075431998;11923;2911;3286;773;60415
1730385424.281802353;11923;2911;3286;773;60415
1730385424.488044105;11910;2865;3287;843;58846
1730385424.694453742;11910;2865;3287;843;58846
1730385424.900725408;11910;2865;3287;843;58846
1730385425.107254200;11817;2841;3287;792;59160
1730385425.313650584;11817;2841;3287;792;59160
1730385425.519878555;11849;2814;3287;819;57853
1730385425.726259546;11849;2814;3287;819;57853
1730385425.932756768;11849;2814;3287;819;57853
1730385426.138906303;11817;2878;3287;786;57800
1730385426.345067250;11817;2878;3287;786;57800
1730385426.551484815;11817;2878;3287;786;57800
1730385426.758268226;11817;2857;3288;837;59151
1730385426.964631582;11817;2857;3288;837;59151
1730385446.106219811;11827;2846;3289;853;58999
1730385446.312633790;11827;2846;3289;853;58999
1730385446.519007338;11827;2846;3289;853;58999
1730385446.725307406;11827;2806;3290;811;58274
1730385446.931898568;11827;2806;3290;811;58274
1730385447.138384728;11827;2806;3290;811;58274
1730385447.344716154;11798;2774;3290;802;57480
1730385447.551043663;11798;2774;3290;802;57480
1730385447.757442798;11798;2774;3290;802;57480
1730385447.963713292;11830;2860;3287;794;57252
1730385448.170187986;11830;2860;3287;794;57252
1730385448.376485028;11820;2760;3285;784;59210
1730385448.582829270;11820;2760;3285;784;59210
1730385448.789066368;11820;2760;3285;784;59210
1730385448.995414604;11736;2827;3287;853;56749
1730385449.201785310;11736;2827;3287;853;56749
