Time(s);12V Voltage(mV);12V Current(mA);3V3 Voltage(mV);3V3 Current(mA);Board Power(mW)
1730732624.715471823;11811;3206;3287;794;68845
1730732624.921811750;11775;3088;3289;856;68845
1730732625.128229063;11611;3246;3288;786;67286
1730732625.334934412;11611;3246;3288;786;67286
1730732625.542085718;11398;3378;3288;778;67250
1730732625.749155299;11398;3378;3288;778;67250
1730732625.956219642;11388;3244;3287;781;67609
1730732626.163302815;11388;3244;3287;781;67609
1730732626.370347719;11385;3407;3287;778;67469
1730732626.577423017;11385;3407;3287;778;67469
1730732626.783702256;11804;3260;3287;845;68926
1730732626.989985287;11804;3260;3287;845;68926
1730732627.196255564;11782;3112;3289;794;69915
1730732627.402497203;11782;3112;3289;794;69915
1730732627.608790658;11788;3238;3287;789;67354
1730732627.814976905;11788;3238;3287;789;67354
1730732628.021406478;11794;3260;3287;792;69716
1730732628.227735463;11794;3260;3287;792;70688
1730732628.433948448;11730;3319;3287;862;70688
1730732628.640305184;11794;3281;3290;853;70997
1730732628.846605045;11794;3281;3290;853;70997
1730732629.052994087;11785;3176;3288;819;68481
1730732629.259327781;11785;3176;3288;819;68481
1730732629.465515808;11791;3222;3288;848;67547
1730732629.671854452;11791;3222;3288;848;67547
1730733403.529472323;11817;2825;3287;813;56947
1730733403.736018668;11939;2852;3286;819;56477
1730733403.942094317;11939;2852;3286;819;56477
1730733404.148484769;11830;2935;3287;811;57257
1730733404.354861866;11830;2935;3287;811;57257
1730733404.561328974;11833;2811;3287;827;58462
1730733404.767726255;11833;2811;3287;827;58462
1730733404.974116631;11836;2873;3290;776;56288
1730733405.180469799;11836;2873;3290;776;56288
1730733405.386976403;11456;2841;3287;840;57032
1730733405.594085687;11456;2841;3287;840;57032
1730733405.801132817;11388;2903;3287;802;56162
1730733406.008194013;11388;2903;3287;802;57042
1730733406.215277867;11440;2833;3287;768;57042
1730733406.422320364;11440;2988;3288;819;55921
1730733406.629227792;11440;2988;3288;819;55921
1730733406.835456141;11843;2755;3288;829;57519
1730733407.041693530;11843;2755;3288;829;57519
1730733407.248024936;11852;2878;3287;800;56627
1730733407.454199125;11852;2878;3287;800;56627
1730733407.660385352;11852;2849;3289;864;58109
1730733407.866652109;11852;2849;3289;864;58109
1730733408.072825931;11833;2838;3288;851;58346
1730733408.279231212;11833;2838;3288;851;58346
1730733408.485325333;11843;2862;3287;768;58378
1730733408.691756072;11843;2862;3287;768;58378
1730733408.898005623;11846;2881;3287;808;58748
1730733409.104374180;11846;2881;3287;808;58748
1730733409.310467858;11830;2892;3288;770;58591
1730733409.516754818;11830;2892;3288;770;58019
1730733409.723167440;11840;2776;3287;824;58019
1730733409.929548077;11840;2862;3291;843;57632
1730733410.135936284;11630;2862;3291;843;57632
1730733410.342233111;11836;2905;3289;797;57080
1730733410.548552309;11836;2905;3289;797;57080
1730733410.754986428;11846;2833;3290;840;59174
1730733410.961464202;11846;2833;3290;840;59174
1730733411.167975597;11840;2801;3287;843;57616
1730733411.374305738;11840;2801;3287;843;57616
1730733411.580755844;11827;2905;3289;845;56878
1730733411.787023232;11827;2905;3289;845;56878
1730733411.993333584;11843;2846;3287;784;58113
1730733412.199679567;11843;2846;3287;784;58113
1730733412.406078545;11840;2814;3287;781;57747
1730733412.612586904;11840;2814;3287;781;57747
1730733412.819004677;11852;2857;3287;797;57213
1730733413.025314846;11852;2857;3287;797;56427
1730733413.231855548;11846;2825;3288;845;56427
1730733413.438057266;11846;2825;3286;832;58550
1730733413.644561706;11611;2758;3286;832;58550
1730733413.850912819;11846;2849;3287;784;55453
1730733414.057364896;11846;2849;3287;784;55453
1730733414.263726338;11846;2787;3287;773;58400
1730733414.470052984;11846;2787;3287;773;58400
1730733414.676569772;11840;2811;3288;848;56357
1730733414.882965757;11840;2811;3288;848;56357
1730733415.089315274;11820;2940;3288;784;56976
1730733415.295742401;11820;2940;3288;784;56976
1730733415.502041689;11852;2873;3287;786;58567
1730733415.708487247;11852;2873;3287;786;58567
1730733415.914747717;11817;2884;3285;867;57171
1730733416.121084114;11817;2884;3285;867;57171
1730733416.327315264;11833;2905;3287;776;57947
1730733416.533525121;11833;2905;3287;776;59057
1730733416.739776727;11772;2803;3288;832;59057
1730733416.945979532;11772;2803;3288;832;55928
1730733417.152353071;11582;2860;3289;792;55928
1730733417.358707866;11827;2803;3289;867;55503
1730733417.565165999;11827;2803;3289;867;55503
1730733417.771355081;11830;2801;3287;816;56595
1730733417.977561610;11830;2801;3287;816;56595
1730733418.183925034;11827;2838;3288;784;57590
1730733418.390197680;11827;2838;3288;784;57590
1730733418.596522594;11840;2843;3287;778;56777
1730733418.803235116;11840;2843;3287;778;56777
1730733419.009392219;11794;2924;3289;856;56715
1730733419.215633565;11794;2924;3289;856;56715
1730733419.422046189;11833;2833;3288;805;57369
1730733419.628457476;11833;2833;3288;805;57369
1730733419.834896591;11798;2723;3288;851;57183
1730733420.041420031;11798;2723;3288;851;55140
1730733420.248588750;11446;2897;3289;797;55140
1730733420.455663322;11446;2897;3289;797;56503
1730733420.662713041;11269;2835;3290;848;56503
1730733420.869703892;11823;2924;3288;808;55932
1730733421.075992299;11823;2924;3288;808;55932
1730733421.282222820;11830;2849;3290;848;59615
1730733421.488580778;11830;2849;3290;848;59615
1730733421.694848081;11849;2809;3289;837;57465
1730733421.901186752;11849;2809;3289;837;57465
1730733422.107363324;11827;2908;3285;840;57075
1730733422.313580486;11827;2908;3285;840;57075
1730733422.519904341;11846;2841;3290;794;58332
1730733422.726052268;11846;2841;3290;794;58332
1730733422.932440659;11836;2806;3286;835;57221
1730733423.138794024;11836;2806;3286;835;57221
1730733423.345109473;11830;2822;3287;776;57491
1730733423.551436557;11830;2822;3287;776;58093
1730733423.757715080;11836;2873;3288;819;58093
1730733423.964111978;11836;2873;3288;819;58031
