Time(s);12V Voltage(mV);12V Current(mA);3V3 Voltage(mV);3V3 Current(mA);Board Power(mW)
1730737041.676618429;11849;2655;3288;813;52443
1730737041.882969168;11849;2639;3286;845;53293
1730737042.089350857;11849;2639;3286;845;53293
1730737042.295638917;11865;2634;3289;853;51748
1730737042.502295626;11865;2634;3289;853;51748
1730737042.709444163;11462;2623;3288;808;51158
1730737042.916574746;11462;2623;3288;808;49195
1730737043.123423964;11466;2634;3288;819;49195
1730737043.332409040;11466;2634;3288;819;49874
1730737043.539565314;11450;2712;3290;808;49874
1730737043.746597436;11459;2583;3289;837;52203
1730737043.953597839;11459;2583;3289;837;52203
1730737044.159867272;11885;2580;3287;853;50112
1730737044.366016427;11885;2580;3287;853;50112
1730737044.572318076;11865;2583;3287;816;50481
1730737044.778568038;11865;2583;3287;816;50481
1730737044.984876636;11862;2567;3287;800;50984
1730737045.191274208;11862;2567;3287;800;50984
1730737045.397631680;11856;2752;3290;862;50587
1730737045.603799909;11856;2752;3290;862;50587
1730737045.809965809;11849;2637;3288;797;53200
1730737046.016484243;11849;2637;3288;797;53200
1730737046.222794210;11843;2677;3287;819;52499
1730737046.429085515;11843;2677;3287;819;51776
1730737046.635381783;11875;2680;3287;837;51776
1730737046.841647633;11875;2680;3287;837;52278
1730737047.047984067;11856;2543;3289;848;52278
1730737047.254213910;11869;2685;3289;789;51460
1730737047.460573721;11869;2685;3289;789;51460
1730737047.666945876;11840;2664;3289;851;52484
1730737047.873317337;11840;2664;3289;851;52484
1730737048.079529830;11846;2666;3289;792;52882
1730737048.285794076;11846;2666;3289;792;52882
1730737048.492103227;11862;2540;3287;786;52735
1730737048.698283424;11862;2540;3287;786;52735
1730737048.904613144;11862;2712;3288;819;49298
1730737049.111036797;11862;2712;3288;819;49298
1730737049.317389370;11856;2631;3289;856;51945
1730737049.523810911;11856;2631;3289;856;51945
1730737049.730000200;11865;2583;3287;797;49661
1730737049.936355745;11865;2583;3287;797;50099
1730737050.142688418;11814;2717;3288;765;50099
1730737050.349117287;11814;2717;3288;765;53359
1730737050.555311981;11859;2690;3289;811;53359
1730737050.761427067;11846;2637;3287;789;53090
1730737050.967696231;11846;2637;3287;789;53090
1730737051.173997943;11846;2650;3287;829;51659
1730737051.380428499;11846;2650;3287;829;51659
1730737051.586808651;11852;2685;3287;862;51434
1730737051.793130295;11852;2685;3287;862;51434
1730737051.999387122;11862;2586;3287;878;52406
1730737052.205649029;11862;2586;3287;878;52406
1730737052.412117604;11949;2688;3287;808;51317
1730737052.618345688;11949;2688;3287;808;51317
1730737052.824742696;11856;2650;3289;819;54103
1730737053.030929097;11856;2650;3289;819;54103
1730737053.237055623;11836;2731;3289;776;51980
1730737053.443259500;11836;2731;3289;776;51980
1730737053.649629429;11846;2607;3288;781;53956
1730737053.855892343;11846;2607;3288;781;51234
1730737054.062240318;11801;2572;3287;773;51234
1730737054.268739583;11843;2664;3289;824;50150
1730737054.475015066;11843;2664;3289;824;50150
1730737054.681513921;11856;2604;3288;776;53115
1730737054.887771803;11856;2604;3288;776;53115
1730737055.094003109;11840;2653;3287;845;50647
1730737055.300285990;11840;2653;3287;845;50647
1730737055.506506838;11859;2682;3287;805;50982
1730737055.712789584;11859;2682;3287;805;50982
1730737055.919058150;11843;2639;3287;843;51737
1730737056.125383821;11843;2639;3287;843;51737
1730737056.331657310;11856;2674;3288;819;51998
1730737056.537894169;11856;2674;3288;819;51998
1730737056.744143175;11859;2543;3289;816;52165
1730737056.950212879;11859;2543;3289;816;52165
1730737057.156537884;11852;2682;3287;853;51167
1730737057.362824641;11852;2682;3287;853;53510
1730737057.569094155;11701;2591;3286;808;53510
1730737057.775407123;11859;2599;3289;778;51618
1730737057.981789066;11859;2599;3289;778;51618
1730737058.188045069;11872;2481;3290;778;51280
1730737058.394321293;11872;2481;3290;778;51280
1730737058.600835757;11846;2664;3288;781;50397
1730737058.807243820;11846;2664;3288;781;50397
1730737059.013594216;11862;2672;3289;832;52461
1730737059.219808292;11862;2672;3289;832;52461
1730737059.426099950;11843;2709;3287;848;51240
1730737059.632569271;11843;2709;3287;848;51240
1730737059.839011572;11856;2591;3287;859;53818
1730737060.045577897;11856;2591;3287;859;53818
1730737060.251908656;11843;2634;3289;789;50927
1730737060.458278995;11843;2634;3289;789;50927
1730737060.664766143;11843;2645;3288;856;52215
1730737060.870941492;11843;2645;3288;856;52127
1730737061.077487039;11843;2690;3288;770;52127
1730737061.283860664;11843;2621;3287;781;52833
1730737061.490226254;11608;2621;3287;781;52833
1730737061.696734429;11852;2658;3287;813;50347
1730737061.903129433;11852;2658;3287;813;50347
1730737062.109501289;11856;2639;3286;786;52481
