Time(s);12V Voltage(mV);12V Current(mA);3V3 Voltage(mV);3V3 Current(mA);Board Power(mW)
1730371496.208625672;11840;2741;3288;829;55754
1730371496.415076474;11840;2741;3288;829;55754
1730371496.621449822;11859;2690;3287;859;53825
1730371496.827875040;11859;2690;3287;859;53488
1730371497.034286481;11849;2763;3287;848;53488
1730371497.240871828;11849;2763;3288;827;55605
1730371497.447054018;11669;2664;3288;827;55605
1730371497.653284974;11833;2739;3287;813;52628
1730371497.859591809;11833;2739;3287;813;52628
1730371498.065995017;11856;2709;3287;786;54135
1730371498.272488373;11856;2709;3287;786;54135
1730371498.478822832;11840;2690;3286;848;53300
1730371498.685219458;11840;2690;3286;848;53300
1730371498.891729147;11852;2693;3288;864;54642
1730371499.098084430;11852;2693;3288;864;54642
1730371499.304543108;11840;2741;3285;784;53431
1730371499.510845204;11840;2741;3285;784;53431
1730371499.717228592;11846;2736;3286;789;54406
1730371499.923544461;11846;2736;3286;789;54406
1730371500.130067168;11846;2739;3288;840;52539
1730371500.337272925;11846;2739;3288;840;54139
1730371500.544385116;11440;2720;3284;851;54139
1730371500.751359874;11440;2688;3290;802;52916
1730371500.957804953;11666;2688;3290;802;52916
1730371501.164172267;11852;2717;3288;829;52119
1730371501.370358689;11852;2717;3288;829;52119
1730371501.576609316;11852;2669;3287;870;54495
1730371501.783150283;11852;2669;3287;870;54495
1730371501.989388649;11827;2693;3287;781;54249
1730371502.195530470;11827;2693;3287;781;54249
1730371502.401859905;11804;2889;3286;784;53242
1730371502.608329688;11804;2889;3286;784;53242
1730371502.814783660;11856;2733;3286;786;55777
1730371503.021265940;11856;2733;3286;786;55777
1730371503.227668748;11840;2723;3286;851;53301
1730371503.434090152;11840;2723;3286;851;53301
1730371503.640391787;11827;2806;3287;827;53460
1730371503.846805761;11827;2806;3287;827;55614
1730371504.053229282;11852;2768;3288;824;55614
1730371504.259540232;11852;2768;3287;792;55696
1730371504.466002687;11730;2749;3287;792;55696
1730371504.672284891;11843;2725;3289;845;53802
1730371504.878548010;11843;2725;3289;845;53802
1730371505.085021506;11849;2792;3286;778;55062
1730371505.291433675;11849;2792;3286;778;55062
1730371505.497872084;11852;2693;3287;778;53954
1730371505.704457312;11852;2693;3287;778;53954
1730371505.910857812;11836;2698;3287;843;53226
1730371506.117399201;11836;2698;3287;843;53226
1730371506.323839755;11840;2771;3287;781;54312
1730371506.530105511;11840;2771;3287;781;54312
1730371506.736526076;11852;2766;3287;845;54158
1730371506.943027850;11852;2766;3287;845;54158
1730371507.149392616;11849;2782;3287;821;54108
1730371507.355601281;11849;2782;3287;821;53897
1730371507.562043007;11846;2661;3288;794;53897
1730371507.768451022;11846;2661;3287;821;52604
1730371507.974948167;11649;2736;3287;821;52604
1730371508.181290568;11836;2655;3286;816;54207
1730371508.387856487;11836;2655;3286;816;54207
1730371508.594569983;11730;2723;3285;821;52155
1730371508.801041748;11730;2723;3285;821;52155
1730371509.007296236;11859;2747;3287;794;53225
1730371509.213731815;11859;2747;3287;794;53225
1730371509.420070984;11843;2688;3288;816;54301
1730371509.626423089;11843;2688;3288;816;54301
1730371509.832670641;11846;2763;3287;845;52785
1730371510.039047487;11846;2763;3287;845;52785
1730371510.245489500;11836;2637;3287;853;55556
1730371510.451834303;11836;2637;3287;853;55556
1730371510.658242856;11843;2768;3287;789;53767
1730371510.864679642;11843;2768;3287;789;54347
1730371511.071069168;11830;2744;3286;848;54347
1730371511.277487466;11830;2744;3286;837;54895
1730371511.483799387;11585;2661;3287;837;54895
1730371511.690103608;11956;2696;3288;840;51372
1730371511.896604940;11956;2696;3288;840;51372
1730371512.103047051;11856;2693;3287;768;54117
1730371512.309384089;11856;2693;3287;768;54117
1730371512.515681134;11836;2736;3283;837;52976
1730371512.722024196;11836;2736;3283;837;52976
1730371512.928443784;11852;2784;3286;794;54483
1730371513.134849869;11852;2784;3286;794;54483
1730371513.341317857;11946;2696;3287;848;54673
1730371513.547607189;11946;2696;3287;848;54673
1730371513.753969410;11840;2801;3288;781;55605
1730371513.960503483;11840;2801;3288;781;55605
1730371514.166916131;11836;2725;3287;784;54785
1730371514.373418579;11836;2725;3287;784;54330
1730371514.579701792;11830;2792;3286;797;54330
1730371514.785973474;11830;2792;3286;797;56253
1730371514.992465292;11640;2798;3285;808;56253
1730371515.198851625;11849;2707;3286;762;54980
1730371515.405235608;11849;2707;3286;762;54980
1730371515.611450533;11791;2725;3286;837;53684
1730371515.817881842;11791;2725;3286;837;53684
1730371516.024373439;11846;2677;3287;843;54665
1730371516.230710867;11846;2677;3287;843;54665
1730371516.437263589;11856;2717;3289;853;54246
1730371516.643534934;11856;2717;3289;853;54246
