Time(s);12V Voltage(mV);12V Current(mA);3V3 Voltage(mV);3V3 Current(mA);Board Power(mW)
1730369544.772683576;11485;3166;3288;802;61516
1730369544.979066212;11485;3166;3288;802;65517
1730369545.185402769;11798;3104;3287;781;65517
1730369545.391781225;11827;3171;3289;819;64531
1730369545.597941786;11827;3171;3289;819;64531
1730369545.804332387;11823;3128;3286;786;66727
1730369546.010698563;11823;3128;3286;786;66727
1730369546.217005022;11811;3080;3286;797;66266
1730369546.423179171;11811;3080;3286;797;66266
1730369546.629459162;11820;3096;3287;835;63147
1730369546.835661920;11820;3096;3287;835;63147
1730369547.041889539;11807;3120;3285;789;65227
1730369547.248326446;11807;3120;3285;789;65227
1730369547.454553150;11814;3085;3287;784;64363
1730369547.660815711;11814;3085;3287;784;64363
1730369547.867198789;11785;3209;3287;845;64891
1730369548.073487844;11785;3209;3287;845;66616
1730369548.279856399;11820;3099;3288;813;66616
1730369548.486225213;11820;3099;3288;813;63838
1730369548.692666380;11807;3123;3286;768;63838
1730369548.898799781;11807;3074;3287;813;65313
1730369549.105131393;11807;3074;3287;813;65313
1730369549.311439678;11820;3120;3287;794;65371
1730369549.517731704;11820;3120;3287;794;65371
1730369549.724017411;11807;3091;3287;821;65082
1730369549.930340775;11807;3091;3287;821;65082
1730369550.136691913;11769;3048;3288;792;64625
1730369550.342994098;11769;3048;3288;792;64625
1730369550.549467917;11820;3015;3288;837;64149
1730369550.755836654;11820;3015;3288;837;64149
1730369550.962112279;11811;3158;3287;845;64906
1730369551.168465609;11811;3158;3287;845;64906
1730369551.374774466;11798;3136;3288;840;65583
1730369551.581089653;11798;3136;3288;840;65522
1730369551.787273861;11782;3174;3285;802;65522
1730369551.993664199;11782;3174;3285;802;65442
1730369552.200005885;11798;3142;3288;821;65442
1730369552.406213950;11817;3074;3286;786;64284
1730369552.612503703;11817;3074;3286;786;64284
1730369552.818812573;11807;3104;3287;835;64927
1730369553.025208117;11807;3104;3287;835;64927
1730369553.231491797;11801;3131;3287;781;63503
1730369553.437805583;11801;3131;3287;781;63503
1730369553.644247138;11798;3037;3287;813;65167
1730369553.850555688;11798;3037;3287;813;65167
1730369554.057006448;11785;3050;3288;848;63241
1730369554.263236004;11785;3050;3288;848;63241
1730369554.469464697;11801;3120;3287;853;63300
1730369554.675819133;11801;3120;3287;853;63300
1730369554.882290058;11791;3222;3288;786;65708
1730369555.088624069;11791;3222;3288;786;65708
1730369555.294955634;11804;3050;3287;843;66936
1730369555.501392738;11804;3050;3287;843;63478
1730369555.707763615;11778;3211;3286;802;63478
1730369555.914019464;11817;3107;3287;824;66654
1730369556.120506702;11817;3107;3287;824;66654
1730369556.326740534;11804;3085;3288;808;65340
1730369556.532947296;11804;3085;3288;808;65340
1730369556.739211577;11785;3061;3288;864;64139
1730369556.945529030;11785;3061;3288;864;64139
1730369557.151888703;11820;3077;3286;768;63585
1730369557.358200325;11820;3077;3286;768;63585
1730369557.564504865;11804;3217;3288;845;64372
1730369557.770689054;11804;3217;3288;845;64372
1730369557.977323197;11785;3193;3286;781;65900
1730369558.183722058;11785;3193;3286;781;65900
1730369558.389955685;11823;3123;3285;778;66011
1730369558.596450962;11823;3123;3285;778;66011
1730369558.803277483;11678;3085;3287;843;64263
1730369559.009847992;11678;3085;3287;843;63844
1730369559.216520807;11807;3139;3286;781;63844
1730369559.423231127;11504;3257;3289;832;66199
1730369559.630139449;11504;3257;3289;832;66199
1730369559.836867459;11540;3123;3287;781;64692
1730369560.043340877;11540;3123;3287;781;64692
1730369560.249955749;11585;3150;3288;853;63107
1730369560.456807631;11585;3150;3288;853;63107
1730369560.663613723;11572;3061;3288;840;63026
1730369560.870304607;11572;3061;3288;840;63026
1730369561.077091212;11582;3013;3287;813;62926
1730369561.283828297;11582;3013;3287;813;62926
1730369561.490528168;11591;3082;3288;792;62239
1730369561.697214898;11591;3082;3288;792;62239
1730369561.903700463;11585;3160;3287;805;63745
1730369562.110322454;11585;3160;3287;805;64975
1730369562.317064090;11572;3195;3288;821;64975
1730369562.523831947;11572;3195;3288;821;65354
1730369562.730517543;11533;3219;3287;845;65354
1730369562.937502946;11553;3080;3289;832;65199
