Time(s);12V Voltage(mV);12V Current(mA);3V3 Voltage(mV);3V3 Current(mA);Board Power(mW)
1730370410.389672550;11817;3128;3287;786;66575
1730370410.596243581;11817;3128;3287;786;66194
1730370410.802454110;11801;3037;3289;845;66194
1730370411.008874784;11785;3136;3287;802;63970
1730370411.215115106;11785;3136;3287;802;63970
1730370411.421484977;11785;3209;3287;776;65946
1730370411.627897247;11785;3209;3287;776;65946
1730370411.834143223;11807;3187;3287;848;66165
1730370412.040369602;11807;3187;3287;848;66165
1730370412.246526024;11801;3160;3287;805;67190
1730370412.452906804;11801;3160;3287;805;67190
1730370412.659009081;11801;3109;3287;773;67406
1730370412.865277360;11801;3109;3287;773;67406
1730370413.071693730;11807;3117;3287;840;65616
1730370413.277899924;11807;3117;3287;840;65616
1730370413.484563908;11765;3139;3287;856;65768
1730370413.690670772;11765;3139;3287;856;65768
1730370413.897014528;11807;3182;3287;778;67587
1730370414.103270262;11807;3182;3287;778;66644
1730370414.309459296;11794;3128;3288;813;66644
1730370414.516034232;11794;3128;3287;765;65675
1730370414.722376628;11588;3155;3287;765;65675
1730370414.928769552;11807;3125;3287;805;65861
1730370415.135037565;11807;3125;3287;805;65861
1730370415.341421043;11788;3125;3286;805;65289
1730370415.547754863;11788;3125;3286;805;65289
1730370415.753964776;11804;3099;3287;851;65846
1730370415.960361973;11804;3099;3287;851;65846
1730370416.166757512;11788;3168;3287;851;66225
1730370416.373272058;11788;3168;3287;851;66225
1730370416.579567176;11798;3179;3285;789;66752
1730370416.785956045;11798;3179;3285;789;66752
1730370416.992340252;11785;2970;3287;856;66598
1730370417.198713070;11785;2970;3287;856;66598
1730370417.405225721;11807;3107;3287;827;66504
1730370417.611641053;11807;3107;3287;827;66632
1730370417.817782292;11791;2986;3287;835;66632
1730370418.024052448;11791;2986;3287;827;64680
1730370418.230354952;11588;3155;3287;827;64680
1730370418.436780707;11778;3160;3285;808;66000
1730370418.643103737;11778;3160;3285;808;66000
1730370418.849401795;11798;3099;3286;792;66501
1730370419.055782211;11798;3099;3286;792;66501
1730370419.262091540;11794;3123;3288;840;65957
1730370419.468520710;11794;3123;3288;840;65957
1730370419.674820992;11804;3104;3287;778;65980
1730370419.881376990;11804;3104;3287;778;65980
1730370420.087899464;11782;3096;3285;805;65199
1730370420.295139041;11782;3096;3285;805;65199
1730370420.502220594;11356;3300;3287;743;66654
1730370420.709106617;11356;3300;3287;743;66654
1730370420.915465894;11794;3214;3287;832;65329
1730370421.121898946;11794;3214;3287;832;67245
1730370421.328239784;11769;3117;3286;776;67245
1730370421.534657578;11769;3117;3286;800;65678
1730370421.740962847;11611;3228;3286;800;65678
1730370421.947224736;11801;3150;3287;819;67402
1730370422.153355134;11801;3150;3287;819;67402
1730370422.359541710;11811;3125;3287;840;66375
1730370422.565794158;11811;3125;3287;840;66375
1730370422.772154738;11782;3228;3287;797;66646
1730370422.978572316;11782;3228;3287;797;66646
1730370423.184965073;11811;3144;3287;832;67677
1730370423.391315506;11811;3144;3287;832;67677
1730370423.597726300;11801;3203;3290;821;66825
1730370423.804242516;11801;3203;3290;821;66825
1730370424.010653136;11811;3104;3288;837;68097
1730370424.217066811;11811;3104;3288;837;68097
1730370424.423269131;11798;3125;3287;851;66256
1730370424.629547913;11798;3125;3287;851;65978
1730370424.835817559;11814;2964;3287;811;65978
1730370425.042080716;11814;2964;3287;811;63475
1730370425.248461365;11678;3144;3288;835;63475
1730370425.454745903;11817;3091;3287;778;65867
1730370425.661163889;11817;3091;3287;778;65867
1730370425.867410740;11817;3131;3289;829;64974
1730370426.073736562;11817;3131;3289;829;64974
1730370426.279989903;11814;3209;3288;835;67302
1730370426.486413220;11814;3209;3288;835;67302
1730370426.692856643;11807;3026;3286;805;67748
1730370426.899287708;11807;3026;3286;805;67748
1730370427.105678978;11910;3134;3288;837;65044
1730370427.312001881;11910;3134;3288;837;65044
1730370427.518301126;11646;3182;3289;776;66649
1730370427.724712823;11646;3182;3289;776;66649
1730370427.931107396;11807;3228;3287;778;66311
1730370428.137535371;11807;3228;3287;778;67027
1730370428.343799178;11811;3088;3284;765;67027
1730370428.549898397;11811;3088;3284;765;64850
1730370428.756197235;11804;3160;3288;792;64850
1730370428.962534899;11807;3107;3289;827;65665
1730370429.168938689;11807;3107;3289;827;65665
1730370429.375242436;11801;3150;3287;848;65602
1730370429.581566944;11801;3150;3287;848;65602
1730370429.787740826;11807;3166;3287;800;65611
1730370429.993967505;11807;3166;3287;800;65611
1730370430.200300875;12030;3206;3289;789;67007
1730370430.406590127;12030;3206;3289;789;67007
