Time(s);12V Voltage(mV);12V Current(mA);3V3 Voltage(mV);3V3 Current(mA);Board Power(mW)
1730737380.384715420;11485;2527;3287;792;49848
1730737380.591866472;11485;2567;3287;832;47600
1730737380.798938485;11485;2567;3287;832;47600
1730737381.005341908;11872;2535;3288;778;48700
1730737381.211601118;11872;2535;3288;778;48700
1730737381.417940138;11875;2508;3287;808;48712
1730737381.624306527;11875;2508;3287;808;48712
1730737381.830667968;11865;2508;3287;786;48047
1730737382.037008623;11865;2508;3287;786;48047
1730737382.243216841;11852;2481;3287;856;48282
1730737382.449518065;11852;2481;3287;856;48282
1730737382.655752795;11872;2537;3288;870;48554
1730737382.861986837;11872;2537;3288;870;49535
1730737383.068288768;11872;2489;3290;845;49535
1730737383.274493462;11872;2489;3290;845;49399
1730737383.480886597;11817;2712;3290;808;49399
1730737383.687133545;11875;2449;3287;800;50318
1730737383.893545218;11875;2449;3287;800;50318
1730737384.099922786;11865;2519;3287;813;47960
1730737384.306195421;11865;2519;3287;813;47960
1730737384.512690864;11862;2527;3287;813;48959
1730737384.718986819;11862;2527;3287;813;48959
1730737384.925358641;11872;2553;3287;832;49316
1730737385.131653249;11872;2553;3287;832;49316
1730737385.337982235;11885;2492;3289;792;49570
1730737385.544280613;11885;2492;3289;792;49570
1730737385.750367919;11827;2559;3288;805;46570
1730737385.956688220;11827;2559;3288;805;46570
1730737386.162942282;11881;2551;3289;821;48256
1730737386.369247080;11881;2551;3289;821;51205
1730737386.575454984;11765;2527;3289;862;51205
1730737386.781719205;11765;2527;3289;862;47703
1730737386.988041749;11872;2468;3287;843;47703
1730737387.194353811;11881;2527;3291;840;47479
1730737387.400582545;11881;2527;3291;840;47479
1730737387.606750677;11878;2513;3287;778;48552
1730737387.812927057;11878;2513;3287;778;48552
1730737388.019219863;11888;2473;3289;786;48145
1730737388.225478041;11888;2473;3289;786;48145
1730737388.431728473;11885;2497;3287;853;47553
1730737388.637927734;11885;2497;3287;853;47553
1730737388.844338808;11885;2502;3288;816;48166
1730737389.050553742;11885;2502;3288;816;48166
1730737389.256910322;11811;2559;3288;851;49239
1730737389.463309906;11811;2559;3288;851;49239
1730737389.669594874;11878;2561;3288;786;48187
1730737389.875845654;11878;2561;3288;786;48561
1730737390.081989367;11852;2556;3288;821;48561
1730737390.288329588;11852;2556;3288;821;49228
1730737390.494687461;11885;2508;3287;853;49228
1730737390.701015222;11856;2516;3290;824;49340
1730737390.907436512;11856;2516;3290;824;49340
1730737391.113693902;11865;2537;3287;816;48395
1730737391.319940024;11865;2537;3287;816;48395
1730737391.525939126;11875;2508;3287;835;47946
1730737391.732190903;11875;2508;3287;835;47946
1730737391.938442972;11869;2564;3288;770;47586
1730737392.144709205;11869;2564;3288;770;47586
1730737392.351004097;11862;2468;3286;848;48641
1730737392.557293738;11862;2468;3286;848;48641
1730737392.763596959;11872;2556;3287;778;48249
1730737392.969988043;11872;2556;3287;778;48249
1730737393.176390933;11817;2416;3289;859;48372
1730737393.382757236;11817;2416;3289;859;48345
1730737393.589163992;11875;2486;3288;875;48345
1730737393.795540979;11875;2486;3288;875;48274
1730737394.001802894;11765;2741;3287;832;48274
1730737394.208256672;11862;2489;3287;781;50561
1730737394.414531763;11862;2489;3287;781;50561
1730737394.620820583;11862;2532;3288;856;47886
1730737394.827149537;11862;2532;3288;856;47886
1730737395.033402065;11862;2502;3289;805;48955
1730737395.239669905;11862;2502;3289;805;48955
1730737395.445981758;11862;2502;3287;813;47931
1730737395.652345690;11862;2502;3287;813;47931
1730737395.858687541;11859;2594;3287;837;47251
1730737396.065073777;11859;2594;3287;837;47251
1730737396.271269295;11859;2519;3290;867;50077
1730737396.477604599;11859;2519;3290;867;50077
1730737396.683826940;11746;2548;3287;811;48873
1730737396.890038871;11746;2548;3287;811;48873
1730737397.096364770;11756;2478;3286;773;49295
1730737397.302699466;11756;2478;3286;773;47848
1730737397.508945454;11859;2567;3287;770;47848
1730737397.715110797;11865;2540;3289;856;49785
1730737397.921337865;11865;2540;3289;856;49785
1730737398.127542048;11869;2459;3287;784;49227
1730737398.333838325;11869;2459;3287;784;49227
1730737398.539983158;11865;2540;3289;864;47752
1730737398.746244334;11865;2540;3289;864;47752
1730737398.952618275;11872;2457;3289;816;49201
1730737399.158975143;11872;2457;3289;816;49201
1730737399.364994189;11772;2532;3288;864;47249
1730737399.571271785;11772;2532;3288;864;47249
1730737399.777482403;11872;2484;3288;837;48243
1730737399.983708220;11872;2484;3288;837;48243
1730737400.189874447;11869;2500;3286;781;46705
1730737400.396402297;11869;2500;3286;781;46705
